NAME,MSINI,A,PER,ECC,OM,T0,K,MSTAR
KOI 2148.03,,0.047,3.614609,0,,,,
KOI 2445.01,,0.259,47.3635,0,,,,
KOI 2448.01,,0.109,13.62793,0,,,,
KOI 2449.01,,0.281,53.357,0,,,,
KOI 2450.01,,0.126,16.83192,0,,,,
KOI 2451.01,,0.102,13.37522,0,,,,
KOI 2453.01,,0.02,1.530552,0,,,,
KOI 245.04,,0.246,51.1988,0,,,,
KOI 2457.01,,0.052,3.704297,0,,,,
KOI 2458.01,,0.049,4.354082,0,,,,
KOI 2460.01,,0.085,11.32306,0,,,,
KOI 2461.01,,0.111,13.71206,0,,,,
KOI 2462.01,,0.106,12.14664,0,,,,
KOI 2463.01,,0.076,7.46728,0,,,,
KOI 2466.01,,0.036,3.173338,0,,,,
KOI 2708.01,,0.016,0.8683881,0,,,,
KOI 260.03,,0.159,21.86964,0,,,,
KOI 2711.01,,0.086,9.024328,0,,,,
KOI 2711.02,,0.132,17.3409,0,,,,
KOI 2712.01,,0.08,7.508043,0,,,,
KOI 2714.01,,0.123,14.38351,0,,,,
KOI 2714.02,,0.272,47.31319,0,,,,
KOI 2715.01,,0.082,11.128203,0,,,,
KOI 2715.02,,0.028,2.226494,0,,,,
KOI 1860.01,,0.069,6.319439,0,,,,
KOI 1860.02,,0.107,12.20942,0,,,,
KOI 1860.03,,0.042,3.076508,0,,,,
KOI 1861.01,,0.136,17.50439,0,,,,
KOI 202.01,,0.029,1.72086037,0,,,,
KOI 1862.01,,0.283,56.435,0,,,,
KOI 1863.01,,0.211,33.78882,0,,,,
KOI 1864.01,,0.045,3.21515,0,,,,
KOI 1866.01,,0.442,105.308,0,,,,
KOI 1867.01,,0.03,2.549559,0,,,,
KOI 1867.02,,0.093,13.969407,0,,,,
KOI 1867.03,,0.048,5.212275,0,,,,
KOI 1868.01,,0.11,17.760669,0,,,,
KOI 1870.01,,0.071,7.964294,0,,,,
KOI 1871.01,,0.346,92.725,0,,,,
KOI 1872.01,,0.184,30.52309,0,,,,
KOI 1873.01,,0.344,71.3101,0,,,,
KOI 1874.01,,0.116,18.68465,0,,,,
KOI 1874.02,,0.063,7.4164,0,,,,
KOI 1875.01,,0.091,9.917189,0,,,,
KOI 2149.01,,0.115,13.15127,0,,,,
KOI 2150.01,,0.137,18.50687,0,,,,
KOI 2152.01,,0.232,42.19301,0,,,,
KOI 2153.01,,0.319,59.9802,0,,,,
KOI 2153.02,,0.182,25.7461,0,,,,
KOI 2154.01,,0.101,11.92957,0,,,,
KOI 227.01,,0.118,17.660113,0,,,,
KOI 2155.01,,0.05,4.33946,0,,,,
KOI 2156.01,,0.032,2.852375,0,,,,
KOI 2158.01,,0.052,4.562153,0,,,,
KOI 2159.01,,0.075,7.596769,0,,,,
KOI 2160.01,,0.132,17.67089,0,,,,
KOI 2160.02,,0.12,15.40877,0,,,,
KOI 2162.01,,0.458,108.5877,0,,,,
KOI 2163.01,,0.095,10.664829,0,,,,
KOI 2164.01,,0.056,5.123338,0,,,,
KOI 2166.01,,0.294,61.61929,0,,,,
KOI 2167.01,,0.17,24.33962,0,,,,
KOI 2466.02,,0.094,13.29724,0,,,,
KOI 2467.01,,0.058,5.056739,0,,,,
KOI 2468.01,,0.168,24.33556,0,,,,
KOI 2469.01,,0.448,131.1897,0,,,,
KOI 2470.01,,0.032,2.174946,0,,,,
KOI 2471.01,,0.162,25.88898,0,,,,
KOI 2472.01,,0.038,2.60755,0,,,,
KOI 2473.01,,0.042,3.244218,0,,,,
KOI 2474.01,,0.597,176.8304,0,,,,
KOI 2477.01,,0.113,14.02625,0,,,,
KOI 2479.01,,0.168,25.54004,0,,,,
KOI 2481.01,,0.25,33.8476,0,,,,
KOI 2482.01,,0.245,45.0887,0,,,,
KOI 2483.01,,0.113,15.05417,0,,,,
KOI 2484.01,,0.332,68.8881,0,,,,
KOI 2715.03,,0.053,5.720707,0,,,,
KOI 2716.01,,0.019,0.96286,0,,,,
KOI 261.01,,0.125,16.238465,0,,,,
KOI 2716.02,,0.067,6.460043,0,,,,
KOI 2717.01,,0.02,0.929908,0,,,,
KOI 2719.01,,0.044,4.115827,0,,,,
KOI 2720.01,,0.07,6.572176,0,,,,
KOI 2721.01,,0.201,33.87884,0,,,,
KOI 2722.01,,0.07,6.124818,0,,,,
KOI 2722.02,,0.105,11.2428,0,,,,
KOI 2722.03,,0.053,4.028705,0,,,,
KOI 1876.01,,0.316,82.53186,0,,,,
KOI 1877.01,,0.141,20.1602,0,,,,
KOI 1878.01,,0.24,40.80953,0,,,,
KOI 1879.01,,0.132,22.08515,0,,,,
KOI 1880.01,,0.018,1.1511671,0,,,,
KOI 1881.01,,0.167,28.26681,0,,,,
KOI 1882.01,,0.048,3.770567,0,,,,
KOI 1883.01,,0.04,2.70729,0,,,,
KOI 1884.01,,0.156,23.12004,0,,,,
KOI 1884.02,,0.055,4.775041,0,,,,
KOI 1885.01,,0.063,5.653717,0,,,,
KOI 1886.01,,0.071,5.991849,0,,,,
KOI 1888.01,,0.519,120.019,0,,,,
KOI 1889.01,,0.114,14.3052,0,,,,
KOI 1889.02,,0.085,9.18186,0,,,,
KOI 205.01,,0.093,11.7201189,0,,,,
KOI 1890.01,,0.055,4.336491,0,,,,
KOI 1891.01,,0.115,15.95522,0,,,,
KOI 1891.02,,0.074,8.2598,0,,,,
KOI 2167.02,,0.074,6.95746,0,,,,
KOI 2168.01,,0.045,3.281895,0,,,,
KOI 2168.02,,0.109,12.51625,0,,,,
KOI 2169.01,,0.057,5.453,0,,,,
KOI 2169.02,,0.04,3.266606,0,,,,
KOI 2169.03,,0.048,4.272354,0,,,,
KOI 2169.04,,0.031,2.192589,0,,,,
KOI 2171.01,,0.046,3.532292,0,,,,
KOI 2172.01,,0.091,10.440828,0,,,,
KOI 2173.01,,0.194,37.81526,0,,,,
KOI 2173.02,,0.244,53.5782,0,,,,
KOI 2174.01,,0.059,6.693196,0,,,,
KOI 2174.02,,0.171,33.13733,0,,,,
KOI 2174.03,,0.065,7.7251,0,,,,
KOI 2175.01,,0.174,26.84734,0,,,,
KOI 2177.01,,0.294,62.8908,0,,,,
KOI 2179.01,,0.092,14.87174,0,,,,
KOI 2179.02,,0.03,2.732786,0,,,,
KOI 2180.01,,0.098,11.5556,0,,,,
KOI 2485.01,,0.083,9.99126,0,,,,
KOI 2486.01,,0.054,4.267969,0,,,,
KOI 2487.01,,0.221,36.2929,0,,,,
KOI 247.01,,0.091,13.815058,0,,,,
KOI 2488.01,,0.111,12.41301,0,,,,
KOI 2489.01,,0.048,3.92458,0,,,,
KOI 2490.01,,0.091,11.60658,0,,,,
KOI 2491.01,,0.037,2.668362,0,,,,
KOI 2492.01,,0.02,0.984938,0,,,,
KOI 2493.01,,0.014,0.6630983,0,,,,
KOI 2494.01,,0.141,19.1185,0,,,,
KOI 2497.01,,0.235,48.4308,0,,,,
KOI 2498.01,,0.066,6.738019,0,,,,
KOI 2503.01,,0.115,14.82022,0,,,,
KOI 2722.04,,0.09,8.921081,0,,,,
KOI 2723.01,,0.03,1.9527036,0,,,,
KOI 2729.01,,0.121,14.8898,0,,,,
KOI 2730.01,,0.054,4.521608,0,,,,
KOI 2732.01,,0.075,7.031416,0,,,,
KOI 2732.03,,0.293,54.28085,0,,,,
KOI 1892.01,,0.302,62.56259,0,,,,
KOI 1893.01,,0.047,3.554901,0,,,,
KOI 1894.01,,0.077,5.288016,0,,,,
KOI 1895.01,,0.07,8.457521,0,,,,
KOI 1895.02,,0.114,17.28116,0,,,,
KOI 1895.03,,0.172,32.13493,0,,,,
KOI 1897.01,,0.307,59.77049,0,,,,
KOI 206.01,,0.06,5.3340867,0,,,,
KOI 1898.01,,0.069,6.498013,0,,,,
KOI 1899.01,,0.149,19.762,0,,,,
KOI 1900.01,,0.05,5.18498,0,,,,
KOI 1901.01,,0.388,85.6539,0,,,,
KOI 1902.01,,0.424,137.86486,0,,,,
KOI 1904.01,,0.102,12.439517,0,,,,
KOI 1905.01,,0.069,7.626364,0,,,,
KOI 1906.01,,0.079,8.71042,0,,,,
KOI 1907.01,,0.081,11.350106,0,,,,
KOI 1908.01,,0.089,12.55096,0,,,,
KOI 208.01,,0.042,3.0038752,0,,,,
KOI 1908.02,,0.138,24.08826,0,,,,
KOI 2181.01,,0.101,12.28859,0,,,,
KOI 2182.01,,0.128,17.13271,0,,,,
KOI 2183.01,,0.139,19.02339,0,,,,
KOI 2183.02,,0.054,4.579497,0,,,,
KOI 2185.01,,0.35,76.9611,0,,,,
KOI 2186.01,,0.115,14.9802,0,,,,
KOI 2188.02,,0.072,6.74391,0,,,,
KOI 2189.01,,0.199,33.35816,0,,,,
KOI 2191.01,,0.068,8.847813,0,,,,
KOI 232.01,,0.108,12.466071,0,,,,
KOI 2193.01,,0.03,2.361715,0,,,,
KOI 2194.01,,0.212,34.76359,0,,,,
KOI 2195.01,,0.154,20.05414,0,,,,
KOI 2200.01,,0.041,3.170598,0,,,,
KOI 2201.01,,0.474,116.5269,0,,,,
KOI 2202.01,,0.016,0.8131804,0,,,,
KOI 2204.01,,0.104,10.86084,0,,,,
KOI 2205.01,,0.156,24.08638,0,,,,
KOI 2206.01,,0.03,1.834225,0,,,,
KOI 2208.01,,0.033,2.344547,0,,,,
KOI 232.02,,0.064,5.766148,0,,,,
KOI 2504.01,,0.147,20.49013,0,,,,
KOI 2506.01,,0.134,17.35848,0,,,,
KOI 2507.01,,0.1,11.12956,0,,,,
KOI 2508.01,,0.07,7.104091,0,,,,
KOI 2509.01,,0.05,4.551433,0,,,,
KOI 2512.01,,0.12,15.92093,0,,,,
KOI 2513.01,,0.146,19.00545,0,,,,
KOI 2516.01,,0.038,2.810324,0,,,,
KOI 2517.01,,0.019,0.96852,0,,,,
KOI 2519.01,,0.048,4.790924,0,,,,
KOI 2520.01,,0.06,6.494474,0,,,,
KOI 248.03,,0.03,2.576555,0,,,,
KOI 2521.01,,0.176,28.4752,0,,,,
KOI 2521.02,,0.054,4.86643,0,,,,
KOI 2733.01,,0.055,5.6201,0,,,,
KOI 2734.01,,0.047,3.825938,0,,,,
KOI 2735.01,,0.012,0.5588413,0,,,,
KOI 2736.01,,0.074,9.33657,0,,,,
KOI 2739.01,,0.088,10.10745,0,,,,
KOI 2739.02,,0.07,7.09573,0,,,,
KOI 263.01,,0.148,20.71936,0,,,,
KOI 2743.01,,0.099,11.87455,0,,,,
KOI 1909.01,,0.109,12.758079,0,,,,
KOI 1909.02,,0.062,5.470371,0,,,,
KOI 1909.03,,0.171,25.09858,0,,,,
KOI 1910.01,,0.191,34.26749,0,,,,
KOI 1911.01,,0.059,5.753201,0,,,,
KOI 1913.01,,0.058,5.508576,0,,,,
KOI 1914.01,,0.135,18.93094,0,,,,
KOI 1915.01,,0.069,6.562,0,,,,
KOI 1916.01,,0.15,20.67885,0,,,,
KOI 209.01,,0.284,50.790563,0,,,,
KOI 1916.02,,0.09,9.599922,0,,,,
KOI 1916.03,,0.032,2.024848,0,,,,
KOI 1917.01,,0.22,35.01198,0,,,,
KOI 1920.01,,0.123,16.571,0,,,,
KOI 1921.01,,0.135,16.0049,0,,,,
KOI 1922.01,,0.031,1.954538,0,,,,
KOI 1922.02,,0.122,15.09557,0,,,,
KOI 1923.01,,0.071,7.234049,0,,,,
KOI 1924.01,,0.036,2.119128,0,,,,
KOI 1925.01,,0.316,68.95803,0,,,,
KOI 3119.01,,0.025,2.184435,0,,,,
KOI 3120.01,,0.052,4.1359,0,,,,
KOI 3122.01,,0.084,8.0532,0,,,,
KOI 3123.01,,0.124,15.2311,0,,,,
KOI 3125.01,,0.057,4.453537,0,,,,
KOI 3127.01,,0.092,9.70371,0,,,,
KOI 3128.01,,0.148,21.2352,0,,,,
KOI 3130.01,,0.108,14.86398,0,,,,
KOI 3130.02,,0.057,5.65251,0,,,,
KOI 438.02,,0.237,52.66187,0,,,,
KOI 439.01,,0.029,1.90221,0,,,,
KOI 440.01,,0.112,15.906811,0,,,,
KOI 440.02,,0.052,4.973455,0,,,,
KOI 442.01,,0.112,13.54,0,,,,
KOI 442.02,,0.028,1.732323,0,,,,
KOI 442.03,,0.072,7.025763,0,,,,
KOI 443.01,,0.126,16.217504,0,,,,
KOI 444.01,,0.101,11.722936,0,,,,
KOI 446.01,,0.111,16.70924,0,,,,
KOI 446.02,,0.159,28.55142,0,,,,
KOI 584.02,,0.145,21.22341,0,,,,
KOI 584.03,,0.066,6.47052,0,,,,
KOI 585.01,,0.046,3.72218,0,,,,
KOI 586.01,,0.124,15.77955,0,,,,
KOI 587.01,,0.105,14.034832,0,,,,
KOI 588.01,,0.081,10.355742,0,,,,
KOI 94.01,,0.168,22.343001,0,,,,
KOI 590.01,,0.104,11.38857,0,,,,
KOI 590.02,,0.28,50.69852,0,,,,
KOI 592.01,,0.231,39.75062,0,,,,
KOI 593.01,,0.092,9.997624,0,,,,
KOI 593.02,,0.398,90.41119,0,,,,
KOI 593.03,,0.171,25.53327,0,,,,
KOI 2935.01,,0.19,27.8802,0,,,,
KOI 2936.01,,0.067,6.48,0,,,,
KOI 2942.01,,0.112,13.84293,0,,,,
KOI 2942.02,,0.163,24.27684,0,,,,
KOI 2943.01,,0.281,54.409,0,,,,
KOI 2945.01,,0.142,19.9475,0,,,,
KOI 2946.01,,0.121,15.14133,0,,,,
KOI 2948.01,,0.098,11.39168,0,,,,
KOI 2949.01,,0.097,10.17444,0,,,,
KOI 2951.01,,0.035,2.44352,0,,,,
KOI 3131.01,,0.096,10.9298,0,,,,
KOI 3136.01,,0.032,2.39164,0,,,,
KOI 3140.01,,0.052,5.6888,0,,,,
KOI 3141.01,,0.033,2.31944,0,,,,
KOI 3142.01,,0.189,27.94423,0,,,,
KOI 3144.01,,0.062,8.0746,0,,,,
KOI 3145.01,,0.048,4.537041,0,,,,
KOI 3145.02,,0.017,0.9773107,0,,,,
KOI 3146.01,,0.226,39.8576,0,,,,
KOI 3147.01,,0.224,39.4411,0,,,,
KOI 448.01,,0.079,10.139614,0,,,,
KOI 448.02,,0.208,43.60891,0,,,,
KOI 452.01,,0.048,3.70597,0,,,,
KOI 454.01,,0.172,29.0078,0,,,,
KOI 456.01,,0.112,13.699138,0,,,,
KOI 456.02,,0.052,4.309405,0,,,,
KOI 457.01,,0.052,4.921357,0,,,,
KOI 457.02,,0.066,7.064271,0,,,,
KOI 458.01,,0.274,53.71798,0,,,,
KOI 459.01,,0.139,19.446313,0,,,,
KOI 596.01,,0.022,1.6826933,0,,,,
KOI 597.01,,0.133,17.30693,0,,,,
KOI 94.02,,0.101,10.423707,0,,,,
KOI 597.02,,0.033,2.092282,0,,,,
KOI 597.03,,0.28,52.81476,0,,,,
KOI 598.01,,0.076,8.307832,0,,,,
KOI 598.02,,0.195,34.09638,0,,,,
KOI 599.01,,0.069,6.454518,0,,,,
KOI 600.01,,0.047,3.595736,0,,,,
KOI 601.01,,0.062,5.404283,0,,,,
KOI 601.02,,0.103,11.678907,0,,,,
KOI 601.03,,0.023,1.2084485,0,,,,
KOI 602.01,,0.112,12.91384,0,,,,
KOI 2956.01,,0.054,3.93772,0,,,,
KOI 2958.01,,0.205,31.6083,0,,,,
KOI 2959.01,,0.11,16.1561,0,,,,
KOI 279.01,,0.193,28.454993,0,,,,
KOI 2961.01,,0.053,3.78468,0,,,,
KOI 2962.01,,0.034,2.172897,0,,,,
KOI 2963.01,,0.14,18.22076,0,,,,
KOI 2963.02,,0.077,7.35073,0,,,,
KOI 2964.01,,0.255,47.4496,0,,,,
KOI 288.01,,0.104,10.275394,0,,,,
KOI 289.01,,0.171,27,0,,,,
KOI 289.02,,0.854,296.6371,0,,,,
KOI 291.01,,0.197,31.51789,0,,,,
KOI 291.02,,0.08,8.129858,0,,,,
KOI 44.01,,0.304,66.467694,0,,,,
KOI 292.01,,0.036,2.5866272,0,,,,
KOI 294.01,,0.212,34.43576,0,,,,
KOI 295.01,,0.06,5.317435,0,,,,
KOI 295.02,,0.092,10.105745,0,,,,
KOI 296.01,,0.187,28.86231,0,,,,
KOI 297.01,,0.065,5.651838,0,,,,
KOI 459.02,,0.07,6.919723,0,,,,
KOI 75.01,,0.47,105.88531,0,,,,
KOI 460.01,,0.125,17.587568,0,,,,
KOI 463.01,,0.108,18.477659,0,,,,
KOI 464.01,,0.279,58.36209,0,,,,
KOI 464.02,,0.057,5.350193,0,,,,
KOI 465.01,,1.008,349.887,0,,,,
KOI 466.01,,0.089,9.391038,0,,,,
KOI 467.01,,0.133,18.009297,0,,,,
KOI 468.01,,0.141,22.184312,0,,,,
KOI 469.01,,0.096,10.32908,0,,,,
KOI 470.01,,0.046,3.7508299,0,,,,
KOI 94.03,,0.305,54.31993,0,,,,
KOI 605.01,,0.032,2.6281053,0,,,,
KOI 605.02,,0.05,5.065356,0,,,,
KOI 607.01,,0.064,5.8939913,0,,,,
KOI 610.01,,0.096,14.282318,0,,,,
KOI 611.01,,0.045,3.251658,0,,,,
KOI 94.04,,0.051,3.743245,0,,,,
KOI 612.01,,0.136,20.7401,0,,,,
KOI 612.02,,0.236,47.42624,0,,,,
KOI 2967.01,,0.219,37.30322,0,,,,
KOI 2968.01,,0.098,10.16451,0,,,,
KOI 279.02,,0.128,15.412992,0,,,,
KOI 2970.01,,0.059,4.82049,0,,,,
KOI 2971.01,,0.068,6.095783,0,,,,
KOI 2972.01,,0.112,13.25089,0,,,,
KOI 2975.01,,0.621,175.3301,0,,,,
KOI 2976.01,,0.145,21.6131,0,,,,
KOI 298.01,,0.136,19.96,0,,,,
KOI 298.02,,0.275,57.38425,0,,,,
KOI 299.01,,0.026,1.5416829,0,,,,
KOI 301.01,,0.068,6.002551,0,,,,
KOI 301.02,,0.104,11.44883,0,,,,
KOI 302.01,,0.187,24.8548,0,,,,
KOI 303.01,,0.294,60.9292,0,,,,
KOI 304.01,,0.086,8.51205,0,,,,
KOI 304.02,,0.065,5.51835,0,,,,
KOI 305.01,,0.05,4.6035613,0,,,,
KOI 306.01,,0.161,24.307983,0,,,,
KOI 307.01,,0.149,19.67423,0,,,,
KOI 46.01,,0.047,3.4876878,0,,,,
KOI 471.01,,0.149,21.34735,0,,,,
KOI 471.02,,0.076,7.81101,0,,,,
KOI 473.01,,0.103,12.706784,0,,,,
KOI 474.01,,0.101,10.945729,0,,,,
KOI 474.02,,0.194,28.98687,0,,,,
KOI 474.03,,0.427,94.878,0,,,,
KOI 474.04,,0.06,5.035023,0,,,,
KOI 475.01,,0.073,8.180896,0,,,,
KOI 475.02,,0.112,15.31307,0,,,,
KOI 476.01,,0.125,18.42787,0,,,,
KOI 477.01,,0.115,16.54301,0,,,,
KOI 478.01,,0.078,11.023423,0,,,,
KOI 614.01,,0.108,12.874686,0,,,,
KOI 617.01,,0.218,37.865195,0,,,,
KOI 618.01,,0.082,9.070808,0,,,,
KOI 620.02,,0.51,130.1831,0,,,,
KOI 622.01,,0.524,155.0429,0,,,,
KOI 623.01,,0.089,10.349678,0,,,,
KOI 623.02,,0.117,15.67757,0,,,,
KOI 623.03,,0.059,5.59935,0,,,,
KOI 623.04,,0.16,25.20971,0,,,,
KOI 2977.01,,0.04,2.7881,0,,,,
KOI 2977.02,,0.052,4.138282,0,,,,
KOI 280.01,,0.101,11.872914,0,,,,
KOI 2980.01,,0.028,1.63858,0,,,,
KOI 2981.01,,0.083,9.06676,0,,,,
KOI 2982.01,,0.047,4.0223077,0,,,,
KOI 2984.01,,0.101,11.45547,0,,,,
KOI 307.02,,0.061,5.211058,0,,,,
KOI 308.01,,0.227,35.59743,0,,,,
KOI 312.01,,0.107,11.57894,0,,,,
KOI 312.02,,0.134,16.39922,0,,,,
KOI 313.01,,0.134,18.735721,0,,,,
KOI 313.02,,0.079,8.436404,0,,,,
KOI 314.01,,0.091,13.781052,0,,,,
KOI 314.02,,0.128,23.089447,0,,,,
KOI 46.02,,0.067,6.02908,0,,,,
KOI 314.03,,0.075,10.31202,0,,,,
KOI 315.01,,0.188,35.58944,0,,,,
KOI 316.01,,0.126,16,0,,,,
KOI 316.02,,0.586,157.0702,0,,,,
KOI 316.03,,0.076,7.305685,0,,,,
KOI 479.01,,0.204,34.18896,0,,,,
KOI 480.01,,0.049,4.301671,0,,,,
KOI 481.01,,0.073,7.650262,0,,,,
KOI 481.02,,0.025,1.554001,0,,,,
KOI 481.03,,0.198,34.26062,0,,,,
KOI 483.01,,0.054,4.798625,0,,,,
KOI 484.01,,0.123,17.205222,0,,,,
KOI 486.01,,0.155,22.18339,0,,,,
KOI 487.01,,0.074,7.658774,0,,,,
KOI 488.01,,0.085,9.379012,0,,,,
KOI 624.01,,0.131,17.78974,0,,,,
KOI 635.01,,0.135,16.71979,0,,,,
KOI 638.01,,0.161,23.636883,0,,,,
KOI 638.02,,0.324,67.0935,0,,,,
KOI 639.01,,0.142,17.97988,0,,,,
KOI 640.01,,0.185,30.99644,0,,,,
KOI 100.01,,0.11,9.966442,0,,,,
KOI 641.01,,0.098,14.85176,0,,,,
KOI 645.01,,0.088,8.503406,0,,,,
KOI 645.02,,0.175,23.78362,0,,,,
KOI 2989.01,,0.064,6.3313,0,,,,
KOI 2990.01,,0.1,11.2006,0,,,,
KOI 2991.01,,0.023,1.501691,0,,,,
KOI 42.01,,0.141,17.834381,0,,,,
KOI 281.01,,0.153,19.55663,0,,,,
KOI 2992.01,,0.306,82.6599,0,,,,
KOI 2994.01,,0.03,2.033904,0,,,,
KOI 2995.01,,0.061,5.194752,0,,,,
KOI 2996.01,,0.119,15.93134,0,,,,
KOI 2998.01,,0.181,28.22348,0,,,,
KOI 317.01,,0.173,22.20792,0,,,,
KOI 318.01,,0.247,38.58336,0,,,,
KOI 319.01,,0.269,46.15159,0,,,,
KOI 321.01,,0.035,2.4263077,0,,,,
KOI 5.01,,0.058,4.7803287,0,,,,
KOI 321.02,,0.054,4.62339,0,,,,
KOI 323.01,,0.063,5.835973,0,,,,
KOI 326.01,,0.105,8.973505,0,,,,
KOI 326.02,,0.555,108.5277,0,,,,
KOI 327.01,,0.046,3.254282,0,,,,
KOI 490.01,,0.047,4.393147,0,,,,
KOI 82.01,,0.116,16.145685,0,,,,
KOI 490.02,,0.854,341,0,,,,
KOI 490.03,,0.066,7.406105,0,,,,
KOI 490.04,,0.137,21.80428,0,,,,
KOI 492.01,,0.177,29.9115,0,,,,
KOI 494.01,,0.157,25.69597,0,,,,
KOI 496.01,,0.025,1.6168863,0,,,,
KOI 497.01,,0.113,13.19326,0,,,,
KOI 82.02,,0.086,10.311732,0,,,,
KOI 497.02,,0.055,4.425412,0,,,,
KOI 499.01,,0.082,9.668464,0,,,,
KOI 102.02,,0.052,4.068533,0,,,,
KOI 657.02,,0.111,16.28247,0,,,,
KOI 658.01,,0.042,3.1626947,0,,,,
KOI 658.02,,0.06,5.370639,0,,,,
KOI 658.03,,0.099,11.32984,0,,,,
KOI 659.01,,0.174,23.20581,0,,,,
KOI 660.01,,0.063,6.079629,0,,,,
KOI 661.01,,0.118,14.401041,0,,,,
KOI 661.02,,0.173,25.6595,0,,,,
KOI 662.01,,0.094,10.214019,0,,,,
KOI 663.01,,0.032,2.7556281,0,,,,
KOI 103.01,,0.115,14.910755,0,,,,
KOI 663.02,,0.122,20.306591,0,,,,
KOI 664.01,,0.11,13.13742,0,,,,
KOI 282.01,,0.176,27.508682,0,,,,
KOI 3004.01,,0.149,20.06979,0,,,,
KOI 3007.01,,0.098,11.1918,0,,,,
KOI 3008.01,,0.042,2.9977,0,,,,
KOI 3010.01,,0.25,60.8713,0,,,,
KOI 3013.01,,0.047,3.7655685,0,,,,
KOI 327.02,,0.423,91.3525,0,,,,
KOI 49.01,,0.083,8.313759,0,,,,
KOI 330.01,,0.079,7.974157,0,,,,
KOI 330.02,,0.03,1.888971,0,,,,
KOI 331.01,,0.139,18.68421,0,,,,
KOI 332.01,,0.063,5.458514,0,,,,
KOI 333.01,,0.117,13.285388,0,,,,
KOI 337.01,,0.145,19.78302,0,,,,
KOI 51.01,,0.056,10.4311627,0,,,,
KOI 338.01,,0.072,7.010617,0,,,,
KOI 338.02,,0.042,3.107528,0,,,,
KOI 500.01,,0.065,7.053439,0,,,,
KOI 500.02,,0.079,9.521783,0,,,,
KOI 500.03,,0.037,3.072169,0,,,,
KOI 500.04,,0.049,4.645366,0,,,,
KOI 500.05,,0.017,0.9867679,0,,,,
KOI 501.01,,0.163,24.79513,0,,,,
KOI 82.03,,0.165,27.45362,0,,,,
KOI 503.01,,0.067,8.22248,0,,,,
KOI 504.01,,0.225,40.60709,0,,,,
KOI 505.01,,0.109,13.7672,0,,,,
KOI 505.02,,0.064,6.196,0,,,,
KOI 505.03,,0.042,3.251,0,,,,
KOI 505.04,,0.078,8.348,0,,,,
KOI 624.02,,0.26,49.5668,0,,,,
KOI 624.03,,0.023,1.312,0,,,,
KOI 625.01,,0.255,38.13819,0,,,,
KOI 626.01,,0.121,14.586675,0,,,,
KOI 626.02,,0.081,8.02901,0,,,,
KOI 627.01,,0.082,7.751908,0,,,,
KOI 627.02,,0.054,4.165471,0,,,,
KOI 628.01,,0.118,14.485882,0,,,,
KOI 629.01,,0.249,40.69944,0,,,,
KOI 99.01,,1.234,579.931,0,,,,
KOI 632.01,,0.071,7.238519,0,,,,
KOI 633.01,,0.605,161.479,0,,,,
KOI 3014.01,,0.39,86.1127,0,,,,
KOI 3015.01,,0.047,3.614509,0,,,,
KOI 282.02,,0.08,8.457422,0,,,,
KOI 3017.01,,0.035,2.462954,0,,,,
KOI 3019.01,,0.048,4.179361,0,,,,
KOI 3020.01,,0.1,10.91912,0,,,,
KOI 3022.01,,0.038,2.762629,0,,,,
KOI 3022.02,,0.057,5.053537,0,,,,
KOI 339.01,,0.032,1.9803611,0,,,,
KOI 339.02,,0.112,12.83406,0,,,,
KOI 340.01,,0.169,23.673188,0,,,,
KOI 341.01,,0.114,14.341234,0,,,,
KOI 341.02,,0.054,4.699613,0,,,,
KOI 343.01,,0.055,4.761697,0,,,,
KOI 343.02,,0.031,2.0241346,0,,,,
KOI 343.03,,0.235,41.80925,0,,,,
KOI 344.01,,0.226,39.30924,0,,,,
KOI 345.01,,0.171,29.88571,0,,,,
KOI 346.01,,0.1,12.924909,0,,,,
KOI 348.01,,0.161,28.511096,0,,,,
KOI 349.01,,0.113,14.386786,0,,,,
KOI 350.01,,0.109,12.991603,0,,,,
KOI 505.05,,0.374,87.091,0,,,,
KOI 507.01,,0.127,18.492336,0,,,,
KOI 508.01,,0.08,7.930563,0,,,,
KOI 82.04,,0.067,7.07134,0,,,,
KOI 508.02,,0.131,16.66584,0,,,,
KOI 509.01,,0.05,4.166937,0,,,,
KOI 509.02,,0.097,11.463527,0,,,,
KOI 509.03,,0.222,39.59492,0,,,,
KOI 510.01,,0.038,2.940321,0,,,,
KOI 510.02,,0.064,6.388987,0,,,,
KOI 510.03,,0.111,14.62719,0,,,,
KOI 510.04,,0.199,35.11836,0,,,,
KOI 511.01,,0.08,8.005798,0,,,,
KOI 647.01,,0.062,5.169495,0,,,,
KOI 649.01,,0.167,23.44955,0,,,,
KOI 102.01,,0.029,1.73513626,0,,,,
KOI 650.01,,0.093,11.954776,0,,,,
KOI 652.01,,0.113,16.080672,0,,,,
KOI 654.01,,0.083,8.594777,0,,,,
KOI 654.02,,0.093,10.222084,0,,,,
KOI 655.01,,0.18,25.6721,0,,,,
KOI 655.02,,0.588,151.886,0,,,,
KOI 657.01,,0.044,4.069402,0,,,,
KOI 3026.01,,0.044,3.515764,0,,,,
KOI 282.03,,0.381,87.5187,0,,,,
KOI 3027.01,,0.06,6.070309,0,,,,
KOI 3029.01,,0.13,18.97623,0,,,,
KOI 3029.02,,0.063,6.34739,0,,,,
KOI 3031.01,,0.074,7.6481,0,,,,
