NAME,A,ECC,PER,MSINI,MASS,FE,MSTAR,DATE,R,GRAVITY,DENSITY,DIST,DEC
HD 210277 b,1.13105,0.476,442.19,1.27275,404.5010921964447,0.214293,0.986,1999,,0,,21.561,-7.54756099
GJ 876 b,0.208098,0.0324,61.1166,1.9469,618.7571607914031,0.37,0.32,1998,,0,,4.68867,-14.26205823
HD 187123 b,0.042091,0.0102736,3.0965828,0.510056,162.10426955910413,0.121412,1.037,1998,,0,,48.2626,34.41982366
tau Boo b,0.0480039,0.023,3.312433,4.16707,1810.8395977704126,0.233627,1.341,1997,,0,,15.6177,17.45677421
rho CrB b,0.225692,0.057,39.8449,1.06409,338.18547805563924,-0.198985,0.965,1997,,0,,17.2354,33.30538802
55 Cnc b,0.113377,0.004,14.651,0.801471,254.72079737872855,0.314513,0.905,1997,,0,,12.3411,28.33138863
16 Cyg B b,1.66027,0.681,798.5,1.63997,521.2097082454554,0.0375072,0.956,1997,,0,,21.2134,50.51792058
upsilon And b,0.0593858,0.013,4.6171363,0.669277,212.7073482474641,0.152951,1.31,1997,,0,,13.4916,41.40638473
47 UMa b,2.10149,0.032,1078,2.54589,809.1261328713467,0.0431014,1.063,1996,,0,,14.0627,40.43012282
70 Vir b,0.483601,0.4007,116.6884,7.46144,2371.3695771818816,-0.0122615,1.101,1996,,0,,17.9856,13.78018785
51 Peg b,0.0521068,0.013,4.230785,0.461143,146.55890564427037,0.199853,1.054,1995,,0,,15.6079,20.76868422
PSR B1257+12 d,0.416595,0.0252,98.2114,,3.9002136737973285,,,1994,,,,,12.68235336
beta Gem b,1.73458,0.02,589.64001,2.68707,853.9954820729133,0.19,2,1993,,0,,10.3584,28.02631022
PSR B1257+12 c,0.321369,0.0186,66.5419,,4.300217660942051,,,1992,,,,,12.68235336
PSR B1257+12 b,0.168494,0,25.262,,4.299804499347193,,,1992,,,,,12.68235336
HD 114762 b,0.362932,0.3354,83.9151,11.6351,3697.8280556392483,-0.653141,0.894578,1989,,0,,38.6548,17.51712741
gamma Cep b,2.13883,0.12,905.574,1.77171,563.078868635131,0.18,1.59,1988,,0,,14.1024,77.63196666
KOI 584.03,0.066,0,6.47052,,0.7347647971398145,,,,0.08118490180747537,,,,
KOI 584.02,0.145,0,21.22341,,4.520749781949551,,,,0.185565489845658,,,,
KOI 446.02,0.159,0,28.55142,,3.433579119617212,,,,0.16236980361495074,,,,
KOI 446.01,0.111,0,16.70924,,3.5908450497907403,,,,0.16593837072736725,,,,
KOI 444.01,0.101,0,11.722936,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 443.01,0.126,0,16.217504,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 442.03,0.072,0,7.025763,,2.369178545540351,,,,0.135605550271827,,,,
KOI 442.02,0.028,0,1.732323,,1.3576363510496636,,,,0.10348844626007848,,,,
KOI 442.01,0.112,0,13.54,,3.916260422138804,,,,0.17307550495220023,,,,
KOI 440.02,0.052,0,4.973455,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 440.01,0.112,0,15.906811,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 439.01,0.029,0,1.90221,,13.995330267492003,,,,0.321171040117485,,,,
KOI 438.02,0.237,0,52.66187,,5.511389361966987,,,,0.2043004671858446,,,,
KOI 3130.02,0.057,0,5.65251,,0.5656485608069244,,,,0.07493990936074649,,,,
KOI 3130.01,0.108,0,14.86398,,1.3818562756083907,,,,0.1043805880381826,,,,
KOI 3128.01,0.148,0,21.2352,,1.0841482645679292,,,,0.092782744922829,,,,
KOI 3127.01,0.092,0,9.70371,,2.8406822746669205,,,,0.14809553516528473,,,,
KOI 3125.01,0.057,0,4.453537,,1.999971253967007,,,,0.12489984893457748,,,,
KOI 3123.01,0.124,0,15.2311,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 3122.01,0.084,0,8.0532,,2.0295108248688116,,,,0.1257919907126816,,,,
KOI 3120.01,0.052,0,4.1359,,2.8406822746669205,,,,0.14809553516528473,,,,
KOI 3119.01,0.025,0,2.184435,,14.807970875782022,,,,0.33009245789852626,,,,
KOI 1925.01,0.316,0,68.95803,,1.2629586353617848,,,,0.099919879147662,,,,
KOI 1924.01,0.036,0,2.119128,,1.8556136694255425,,,,0.12043914004405687,,,,
KOI 1923.01,0.071,0,7.234049,,10.980167249937935,,,,0.28548536899332,,,,
KOI 1922.02,0.122,0,15.09557,,2.1498991332065183,,,,0.12936055782509812,,,,
KOI 1922.01,0.031,0,1.954538,,3.916260422138804,,,,0.17307550495220023,,,,
KOI 1921.01,0.135,0,16.0049,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 1920.01,0.123,0,16.571,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 1917.01,0.22,0,35.01198,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 1916.03,0.032,0,2.024848,,0.7614818677935838,,,,0.08207704358557949,,,,
KOI 1916.02,0.09,0,9.599922,,3.7111739973176237,,,,0.1686147960616796,,,,
KOI 209.01,0.284,0,50.790563,,152.60187442845682,,,,0.7806240558411093,,,,
KOI 1916.01,0.15,0,20.67885,,4.886239243271286,,,,0.192702624070491,,,,
KOI 1915.01,0.069,0,6.562,,2.599429696425685,,,,0.14185054271855588,,,,
KOI 1914.01,0.135,0,18.93094,,50.04835032891129,,,,0.5620493202055987,,,,
KOI 1913.01,0.058,0,5.508576,,1.8274095265926746,,,,0.11954699826595275,,,,
KOI 1911.01,0.059,0,5.753201,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 1910.01,0.191,0,34.26749,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 1909.03,0.171,0,25.09858,,2.6332201167639564,,,,0.14274268449666,,,,
KOI 1909.02,0.062,0,5.470371,,1.2398391228567738,,,,0.09902773736955787,,,,
KOI 1909.01,0.109,0,12.758079,,2.2425345030749844,,,,0.13203698315941048,,,,
KOI 2743.01,0.099,0,11.87455,,2.2425345030749844,,,,0.13203698315941048,,,,
KOI 263.01,0.148,0,20.71936,,4.256217578546797,,,,0.18021263917703323,,,,
KOI 2739.02,0.07,0,7.09573,,0.8456707791486491,,,,0.08475346891989187,,,,
KOI 2739.01,0.088,0,10.10745,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 2736.01,0.074,0,9.33657,,3.792527482073455,,,,0.17039907961788786,,,,
KOI 2735.01,0.012,0,0.5588413,,2.3054090499081146,,,,0.13382126671561873,,,,
KOI 2734.01,0.047,0,3.825938,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 2733.01,0.055,0,5.6201,,0.7087053595781141,,,,0.08029276002937125,,,,
KOI 2521.02,0.054,0,4.86643,,1.8556136694255425,,,,0.12043914004405687,,,,
KOI 2521.01,0.176,0,28.4752,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 248.03,0.03,0,2.576555,,3.5117590912674532,,,,0.16415408717115898,,,,
KOI 2520.01,0.06,0,6.494474,,1.716814235608721,,,,0.11597843115353625,,,,
KOI 2519.01,0.048,0,4.790924,,27.5345643143956,,,,0.4460708890520625,,,,
KOI 2517.01,0.019,0,0.96852,,1.5835603779652005,,,,0.11151772226301562,,,,
KOI 2516.01,0.038,0,2.810324,,1.557573936796813,,,,0.11062558048491149,,,,
KOI 2513.01,0.146,0,19.00545,,605.988772524798,,,,1.1240986404111974,,,,
KOI 2512.01,0.12,0,15.92093,,,,,,1.9627119118290748,,,,
KOI 2509.01,0.05,0,4.551433,,1.0627832054636857,,,,0.09189060314472487,,,,
KOI 2508.01,0.07,0,7.104091,,3.0197569356405727,,,,0.15255624405580537,,,,
KOI 2507.01,0.1,0,11.12956,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 2506.01,0.134,0,17.35848,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 2504.01,0.147,0,20.49013,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 232.02,0.064,0,5.766148,,3.8335446959011565,,,,0.17129122139599198,,,,
KOI 2208.01,0.033,0,2.344547,,0.35755485559198236,,,,0.06512634980160112,,,,
KOI 2206.01,0.03,0,1.834225,,2.273859952710153,,,,0.1329291249375146,,,,
KOI 2205.01,0.156,0,24.08638,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 2204.01,0.104,0,10.86084,,10.148794904218335,,,,0.2747796676560705,,,,
KOI 2202.01,0.016,0,0.8131804,,1.0841482645679292,,,,0.092782744922829,,,,
KOI 2201.01,0.474,0,116.5269,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 2200.01,0.041,0,3.170598,,3.0197569356405727,,,,0.15255624405580537,,,,
KOI 2195.01,0.154,0,20.05414,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 2194.01,0.212,0,34.76359,,3.5117590912674532,,,,0.16415408717115898,,,,
KOI 2193.01,0.03,0,2.361715,,3.0197569356405727,,,,0.15255624405580537,,,,
KOI 232.01,0.108,0,12.466071,,24.23938447554008,,,,0.4193066357089387,,,,
KOI 2191.01,0.068,0,8.847813,,1.689720228306449,,,,0.11508628937543212,,,,
KOI 2189.01,0.199,0,33.35816,,,,,,5.085208135193512,,,,
KOI 2188.02,0.072,0,6.74391,,2.6332201167639564,,,,0.14274268449666,,,,
KOI 2186.01,0.115,0,14.9802,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 2185.01,0.35,0,76.9611,,4.476091045191811,,,,0.18467334806755384,,,,
KOI 2183.02,0.054,0,4.579497,,1.636197275520205,,,,0.11330200581922387,,,,
KOI 2183.01,0.139,0,19.02339,,3.6708375830613647,,,,0.16772265428357547,,,,
KOI 2182.01,0.128,0,17.13271,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 2181.01,0.101,0,12.28859,,15.390870408480634,,,,0.3363374503452551,,,,
KOI 1908.02,0.138,0,24.08826,,1.3576363510496636,,,,0.10348844626007848,,,,
KOI 208.01,0.042,0,3.0038752,,605.988772524798,,,,1.0081202092576613,,,,
KOI 1908.01,0.089,0,12.55096,,2.1194673645738775,,,,0.128468416046994,,,,
KOI 1907.01,0.081,0,11.350106,,3.916260422138804,,,,0.17307550495220023,,,,
KOI 1906.01,0.079,0,8.71042,,605.988772524798,,,,1.3382126671561874,,,,
KOI 1905.01,0.069,0,7.626364,,1.999971253967007,,,,0.12489984893457748,,,,
KOI 1904.01,0.102,0,12.439517,,14.561700431941073,,,,0.32741603256421387,,,,
KOI 1902.01,0.424,0,137.86486,,,,,,1.78428355620825,,,,
KOI 1901.01,0.388,0,85.6539,,4.476091045191811,,,,0.18467334806755384,,,,
KOI 1900.01,0.05,0,5.18498,,2.337181884446068,,,,0.13471340849372287,,,,
KOI 1899.01,0.149,0,19.762,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 1898.01,0.069,0,6.498013,,2.499405220575938,,,,0.13917411738424348,,,,
KOI 206.01,0.06,0,5.3340867,,114.41950101322875,,,,0.7226348402643411,,,,
KOI 1897.01,0.307,0,59.77049,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 1895.03,0.172,0,32.13493,,5.0270693508416455,,,,0.19537904940480336,,,,
KOI 1895.02,0.114,0,17.28116,,5.611005295501855,,,,0.20608475074205287,,,,
KOI 1895.01,0.07,0,8.457521,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 1894.01,0.077,0,5.288016,,,,,,1.5255624405580537,,,,
KOI 1893.01,0.047,0,3.554901,,2.3054090499081146,,,,0.13382126671561873,,,,
KOI 1892.01,0.302,0,62.56259,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 2732.03,0.293,0,54.28085,,1.7716678258102785,,,,0.11776271470974449,,,,
KOI 2732.01,0.075,0,7.031416,,1.3818562756083907,,,,0.1043805880381826,,,,
KOI 2730.01,0.054,0,4.521608,,1.455839058610136,,,,0.10705701337249499,,,,
KOI 2729.01,0.121,0,14.8898,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 2723.01,0.03,0,1.9527036,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 2722.04,0.09,0,8.921081,,1.7994276120065091,,,,0.11865485648784863,,,,
KOI 2503.01,0.115,0,14.82022,,9.745728365572624,,,,0.26942681698744575,,,,
KOI 2498.01,0.066,0,6.738019,,0.5656485608069244,,,,0.07493990936074649,,,,
KOI 2497.01,0.235,0,48.4308,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 2494.01,0.141,0,19.1185,,2.5325223335620914,,,,0.1400662591623476,,,,
KOI 2493.01,0.014,0,0.6630983,,1.7716678258102785,,,,0.11776271470974449,,,,
KOI 2492.01,0.02,0,0.984938,,0.8456707791486491,,,,0.08475346891989187,,,,
KOI 2491.01,0.037,0,2.668362,,2.1194673645738775,,,,0.128468416046994,,,,
KOI 2490.01,0.091,0,11.60658,,4.3434831883691345,,,,0.1819969227332415,,,,
KOI 2489.01,0.048,0,3.92458,,1.7994276120065091,,,,0.11865485648784863,,,,
KOI 2488.01,0.111,0,12.41301,,1.9126890357781567,,,,0.12222342360026513,,,,
KOI 247.01,0.091,0,13.815058,,3.916260422138804,,,,0.17307550495220023,,,,
KOI 2487.01,0.221,0,36.2929,,4.084419039052181,,,,0.17664407206461674,,,,
KOI 2486.01,0.054,0,4.267969,,7.796806196665729,,,,0.24177042186621786,,,,
KOI 2485.01,0.083,0,9.99126,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 2180.01,0.098,0,11.5556,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 2179.02,0.03,0,2.732786,,2.6332201167639564,,,,0.14274268449666,,,,
KOI 2179.01,0.092,0,14.87174,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 2177.01,0.294,0,62.8908,,5.0270693508416455,,,,0.19537904940480336,,,,
KOI 2175.01,0.174,0,26.84734,,1.8556136694255425,,,,0.12043914004405687,,,,
KOI 2174.03,0.065,0,7.7251,,0.8456707791486491,,,,0.08475346891989187,,,,
KOI 2174.02,0.171,0,33.13733,,2.2425345030749844,,,,0.13203698315941048,,,,
KOI 2174.01,0.059,0,6.693196,,1.8556136694255425,,,,0.12043914004405687,,,,
KOI 2173.02,0.244,0,53.5782,,1.171798496127294,,,,0.0963513120352455,,,,
KOI 2173.01,0.194,0,37.81526,,1.2169393418407588,,,,0.09813559559145375,,,,
KOI 2172.01,0.091,0,10.440828,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 2171.01,0.046,0,3.532292,,1.999971253967007,,,,0.12489984893457748,,,,
KOI 2169.04,0.031,0,2.192589,,0.09084576728035539,,,,0.042822805348997996,,,,
KOI 2169.03,0.048,0,4.272354,,0.32652480012625595,,,,0.06334206624539286,,,,
KOI 2169.02,0.04,0,3.266606,,0.3905741309763337,,,,0.06691063335780936,,,,
KOI 2169.01,0.057,0,5.453,,0.9052538351866224,,,,0.08653775247610011,,,,
KOI 2168.02,0.109,0,12.51625,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 2168.01,0.045,0,3.281895,,1.9126890357781567,,,,0.12222342360026513,,,,
KOI 2167.02,0.074,0,6.95746,,2.565863797017356,,,,0.14095840094045176,,,,
KOI 1891.02,0.074,0,8.2598,,1.6097681222632643,,,,0.11240986404111974,,,,
KOI 1891.01,0.115,0,15.95522,,3.5511887852878017,,,,0.16504622894926313,,,,
KOI 1890.01,0.055,0,4.336491,,2.3054090499081146,,,,0.13382126671561873,,,,
KOI 205.01,0.093,0,11.7201189,,95.83988127653947,,,,0.6869491691401762,,,,
KOI 1889.02,0.085,0,9.18186,,3.7517372730412064,,,,0.16950693783978374,,,,
KOI 1889.01,0.114,0,14.3052,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 1888.01,0.519,0,120.019,,20.18110855489766,,,,0.3836209645847737,,,,
KOI 1886.01,0.071,0,5.991849,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 1885.01,0.063,0,5.653717,,4.042038314638378,,,,0.17575193028651262,,,,
KOI 1884.02,0.055,0,4.775041,,7.3300821496220685,,,,0.23463328764138486,,,,
KOI 1884.01,0.156,0,23.12004,,27.5345643143956,,,,0.4460708890520625,,,,
KOI 1883.01,0.04,0,2.70729,,1.1495571897780137,,,,0.09545917025714137,,,,
KOI 1882.01,0.048,0,3.770567,,3.4725558940596986,,,,0.16326194539305486,,,,
KOI 1881.01,0.167,0,28.26681,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 1880.01,0.018,0,1.1511671,,2.273859952710153,,,,0.1329291249375146,,,,
KOI 1879.01,0.132,0,22.08515,,33.507894574617296,,,,0.4906779779572687,,,,
KOI 1878.01,0.24,0,40.80953,,10.980167249937935,,,,0.28548536899332,,,,
KOI 1877.01,0.141,0,20.1602,,15.559540684674865,,,,0.33812173390146333,,,,
KOI 1876.01,0.316,0,82.53186,,7.9158043759374355,,,,0.2435547054224261,,,,
KOI 2722.03,0.053,0,4.028705,,1.4062966268109485,,,,0.10527272981628674,,,,
KOI 2722.02,0.105,0,11.2428,,2.1194673645738775,,,,0.128468416046994,,,,
KOI 2722.01,0.07,0,6.124818,,2.2114326106572277,,,,0.13114484138130636,,,,
KOI 2721.01,0.201,0,33.87884,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 2720.01,0.07,0,6.572176,,1.50626453652539,,,,0.10884129692870324,,,,
KOI 2719.01,0.044,0,4.115827,,2.8406822746669205,,,,0.14809553516528473,,,,
KOI 2717.01,0.02,0,0.929908,,3.7111739973176237,,,,0.1686147960616796,,,,
KOI 2716.02,0.067,0,6.460043,,3.7517372730412064,,,,0.16950693783978374,,,,
KOI 261.01,0.125,0,16.238465,,7.4453736907585375,,,,0.2364175711975931,,,,
KOI 2716.01,0.019,0,0.96286,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 2715.03,0.053,0,5.720707,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 2484.01,0.332,0,68.8881,,1.999971253967007,,,,0.12489984893457748,,,,
KOI 2483.01,0.113,0,15.05417,,1.999971253967007,,,,0.12489984893457748,,,,
KOI 2482.01,0.245,0,45.0887,,3.9998850166925326,,,,0.17485978850840847,,,,
KOI 2481.01,0.25,0,33.8476,,,,,,1.8378120628944974,,,,
KOI 2479.01,0.168,0,25.54004,,4.1270272590364465,,,,0.17753621384272086,,,,
KOI 2477.01,0.113,0,14.02625,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 2474.01,0.597,0,176.8304,,2.8406822746669205,,,,0.14809553516528473,,,,
KOI 2473.01,0.042,0,3.244218,,3.8335446959011565,,,,0.17129122139599198,,,,
KOI 2472.01,0.038,0,2.60755,,3.7517372730412064,,,,0.16950693783978374,,,,
KOI 2471.01,0.162,0,25.88898,,3.2799347551205993,,,,0.15880123650253425,,,,
KOI 2470.01,0.032,0,2.174946,,0.5228124520642565,,,,0.07315562580453824,,,,
KOI 2469.01,0.448,0,131.1897,,4.212926460493128,,,,0.17932049739892908,,,,
KOI 2468.01,0.168,0,24.33556,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 2467.01,0.058,0,5.056739,,1.6097681222632643,,,,0.11240986404111974,,,,
KOI 2466.02,0.094,0,13.29724,,1.127535131576966,,,,0.09456702847903725,,,,
KOI 2167.01,0.17,0,24.33962,,16.504147277250823,,,,0.3479352934606087,,,,
KOI 2166.01,0.294,0,61.61929,,10.980167249937935,,,,0.28548536899332,,,,
KOI 2164.01,0.056,0,5.123338,,1.7994276120065091,,,,0.11865485648784863,,,,
KOI 2163.01,0.095,0,10.664829,,3.9579590757816168,,,,0.17396764673030435,,,,
KOI 2162.01,0.458,0,108.5877,,3.2799347551205993,,,,0.15880123650253425,,,,
KOI 2160.02,0.12,0,15.40877,,2.0295108248688116,,,,0.1257919907126816,,,,
KOI 2160.01,0.132,0,17.67089,,3.2799347551205993,,,,0.15880123650253425,,,,
KOI 2159.01,0.075,0,7.596769,,1.1495571897780137,,,,0.09545917025714137,,,,
KOI 2158.01,0.052,0,4.562153,,2.599429696425685,,,,0.14185054271855588,,,,
KOI 2156.01,0.032,0,2.852375,,11.698729954961784,,,,0.2944067867743612,,,,
KOI 2155.01,0.05,0,4.33946,,2.1805541845358447,,,,0.13025269960320224,,,,
KOI 227.01,0.118,0,17.660113,,9.221371116070618,,,,0.2622896827626127,,,,
KOI 2154.01,0.101,0,11.92957,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 2153.02,0.182,0,25.7461,,1.716814235608721,,,,0.11597843115353625,,,,
KOI 2153.01,0.319,0,59.9802,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 2152.01,0.232,0,42.19301,,4.3434831883691345,,,,0.1819969227332415,,,,
KOI 2150.01,0.137,0,18.50687,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 2149.01,0.115,0,13.15127,,2.4013991218536286,,,,0.13649769204993112,,,,
KOI 1875.01,0.091,0,9.917189,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 1874.02,0.063,0,7.4164,,2.701474857639347,,,,0.14452696805286824,,,,
KOI 1874.01,0.116,0,18.68465,,6.441035958618042,,,,0.22035901919171888,,,,
KOI 1873.01,0.344,0,71.3101,,32.26496105511427,,,,0.4817565601762275,,,,
KOI 1872.01,0.184,0,30.52309,,66.66870535119384,,,,0.6155778268918463,,,,
KOI 1871.01,0.346,0,92.725,,5.122100362548526,,,,0.1971633329610116,,,,
KOI 1870.01,0.071,0,7.964294,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 1868.01,0.11,0,17.760669,,4.3434831883691345,,,,0.1819969227332415,,,,
KOI 1867.03,0.048,0,5.212275,,1.1495571897780137,,,,0.09545917025714137,,,,
KOI 1867.02,0.093,0,13.969407,,4.793496041889274,,,,0.19091834051428275,,,,
KOI 1867.01,0.03,0,2.549559,,1.455839058610136,,,,0.10705701337249499,,,,
KOI 1866.01,0.442,0,105.308,,16.504147277250823,,,,0.3479352934606087,,,,
KOI 1864.01,0.045,0,3.21515,,7.9158043759374355,,,,0.2435547054224261,,,,
KOI 1863.01,0.211,0,33.78882,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 1862.01,0.283,0,56.435,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 202.01,0.029,0,1.72086037,,600.929035591336,,,,0.9991987914766198,,,,
KOI 1861.01,0.136,0,17.50439,,6.494869996356761,,,,0.22125116096982297,,,,
KOI 1860.03,0.042,0,3.076508,,2.667235142508138,,,,0.14363482627476412,,,,
KOI 1860.02,0.107,0,12.20942,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 1860.01,0.069,0,6.319439,,7.045901933640463,,,,0.23017257875086425,,,,
KOI 2715.02,0.028,0,2.226494,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 2715.01,0.082,0,11.128203,,28.681018046600972,,,,0.45499230683310365,,,,
KOI 2714.02,0.272,0,47.31319,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 2714.01,0.123,0,14.38351,,3.916260422138804,,,,0.17307550495220023,,,,
KOI 2712.01,0.08,0,7.508043,,3.394828693511331,,,,0.16147766183684661,,,,
KOI 2711.02,0.132,0,17.3409,,3.394828693511331,,,,0.16147766183684661,,,,
KOI 2711.01,0.086,0,9.024328,,2.6332201167639564,,,,0.14274268449666,,,,
KOI 260.03,0.159,0,21.86964,,3.3180065866635373,,,,0.15969337828063837,,,,
KOI 2708.01,0.016,0,0.8683881,,2.947451119587408,,,,0.1507719604995971,,,,
KOI 2466.01,0.036,0,3.173338,,0.8456707791486491,,,,0.08475346891989187,,,,
KOI 2463.01,0.076,0,7.46728,,1.0416368938737524,,,,0.09099846136662075,,,,
KOI 2462.01,0.106,0,12.14664,,2.089258785943566,,,,0.12757627426888987,,,,
KOI 2461.01,0.111,0,13.71206,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 2460.01,0.085,0,11.32306,,1.2629586353617848,,,,0.099919879147662,,,,
KOI 2458.01,0.049,0,4.354082,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 2457.01,0.052,0,3.704297,,1.3098573269512885,,,,0.10170416270387023,,,,
KOI 245.04,0.246,0,51.1988,,0.06341390466231053,,,,0.03836209645847737,,,,
KOI 2453.01,0.02,0,1.530552,,1.5318086921300353,,,,0.10973343870680737,,,,
KOI 2451.01,0.102,0,13.37522,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 2450.01,0.126,0,16.83192,,2.6332201167639564,,,,0.14274268449666,,,,
KOI 2449.01,0.281,0,53.357,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 2448.01,0.109,0,13.62793,,11.698729954961784,,,,0.2944067867743612,,,,
KOI 2445.01,0.259,0,47.3635,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 2148.03,0.047,0,3.614609,,2.667235142508138,,,,0.14363482627476412,,,,
KOI 2148.02,0.077,0,7.54236,,5.8640643321471115,,,,0.21054545963257348,,,,
KOI 2148.01,0.105,0,11.93223,,7.272783511034439,,,,0.23374114586328074,,,,
KOI 226.01,0.075,0,8.308485,,5.71153966661072,,,,0.20786903429826112,,,,
KOI 2147.01,0.22,0,37.86589,,3.1670752348500812,,,,0.15612481116822186,,,,
KOI 2146.01,0.036,0,2.949017,,2.3054090499081146,,,,0.13382126671561873,,,,
KOI 2145.01,0.081,0,8.32649,,2.947451119587408,,,,0.1507719604995971,,,,
KOI 2144.01,0.217,0,38.66952,,20.374948441554185,,,,0.385405248140982,,,,
KOI 2143.01,0.054,0,4.790278,,1.3098573269512885,,,,0.10170416270387023,,,,
KOI 2140.01,0.232,0,41.6981,,6.767500143047095,,,,0.22571186986034358,,,,
KOI 2138.01,0.21,0,23.55539,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 2137.01,0.115,0,14.97441,,8.401078039854058,,,,0.2506918396472591,,,,
KOI 2135.01,0.296,0,55.18815,,6.878167879456173,,,,0.22749615341655183,,,,
KOI 225.01,0.018,0,0.83859769,,,,,,4.460708890520625,,,,
KOI 2134.01,0.23,0,42.3002,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 2133.01,0.076,0,6.24658,,605.988772524798,,,,1.329291249375146,,,,
KOI 2132.01,0.321,0,69.8941,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 2131.01,0.125,0,14.36274,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 2130.01,0.106,0,16.85481,,2.8406822746669205,,,,0.14809553516528473,,,,
KOI 1858.02,0.368,0,86.0477,,3.916260422138804,,,,0.17307550495220023,,,,
KOI 1858.01,0.45,0,116.33223,,19.226203651576835,,,,0.37469954680373246,,,,
KOI 1857.01,0.388,0,88.64578,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 1856.01,0.245,0,46.29494,,20.667496336954308,,,,0.3880816734752943,,,,
KOI 1854.01,0.232,0,43.03252,,10.560271285215752,,,,0.2801325183246952,,,,
KOI 1853.01,0.31,0,60.08556,,4.7016670752579035,,,,0.1891340569580745,,,,
KOI 201.01,0.052,0,4.2253846,,275.46246756362945,,,,0.892141778104125,,,,
KOI 1852.01,0.124,0,15.77378,,6.228004584898138,,,,0.21679045207930236,,,,
